id,keyword,text,lat,long,census,comp,category,LILATracts_1And10,county,target
6603,meat,"They normally live off the land, but, every once in a while, they gotta have that DEMON MEAT! Plus, they're all wearing sneakers,  because homemade shoes is for suckers! @ Burger King ",40.26570659,-82.92295709,39041011604,-0.7214,healthy,0,39041,1
678,cherry,"""Flowers can't solve all problems, but they're a great start""

Great time this weekend seeing the Cherry Blossoms with some great friends  @ Cherry Blossom Watch ",38.8798699,-77.03645999999999,11001006202,0.9762,healthy,0,11001,1
3651,brownies,Brownie points. Nuff said. #brownies #caramel #desserts #atlantafood @ PREP Atlanta ,33.88537,-84.26475,13089021705,0.0,unhealthy,1,13089,0
8267,chips,"Excuse Randy while he stuffs himself with chips #CampLife @ Martin Dies, Jr. State Park - Texas Parks and Wildlife ",30.84524212,-94.16624308,48241950400,0.0772,unhealthy,0,48241,0
1255,burrito,Carnitas burrito! #carnitasmichoacan #FoodPorn #newteeth #lunchtime @ Grand Central Market ,34.05082016,-118.24909866,6037207301,0.5093,unhealthy,0,6037,0
3684,caramel,Under all that whipped cream is one of the best specials you should get to @biggayicecream this week to try: Caramel and Salted Peanut Soft Serve with Caramel Popcorn and Peanut ,40.73322,-74.00328,36061007300,0.6369,unhealthy,0,36061,0
9388,chicken,"I'm at AQ Chicken House in Springdale, AR ",36.193958,-94.138264,5143010200,0.0,healthy,1,5143,1
5107,chicken,"I'm at Fabio's Chicken in Philadelphia, PA ",40.023198,-75.123998,42101028800,0.0,healthy,0,42101,1
9909,spinach,"Scrambled tofu with orange pepper spinach tomato onion garlic herbs de Provence and nondairy mozzarella.... .
.
#karelbouley #charleskarelbouley #podcasts #Lasvegas #vegan #lifeinsegments ",36.11590515,-115.2639779,32003002952,0.0,healthy,0,32003,1
8740,apple,"Shout out to everyone jamming to my song! Much love to my peoples for keeping their ear to the streets! Listen to African Woman now on Spotify Itunesmusic, Apple Music, Iheartradio, ",33.9203,-80.3417,45085001300,0.6988,healthy,0,45085,1
5780,egg,"Late night Cook Out run cause egg nog milkshakes.  @ Richmond, Virginia ",37.5373,-77.4371,51760030500,0.0,healthy,0,51760,1
2481,burrito,"We decided to make burrito bowls for dinner last night.... grilled chicken, peppers and onions on the @traegergrills, added black beans, corn, and rice to the @smartyhadaparty bowl then ",34.9621,-89.8549,28033070710,0.0,unhealthy,0,28033,0
8213,rice,"Meal Prepped!!! Shrimp, Veggies, &amp; Brown Rice. Sauce is soy sauce with brown sugar. Yummy!!! My Chinese Food!!!  #lifeaftercancer #breastcancersurvivor #teamglee #watchmelive #foody ",39.4,-76.6,24005490900,0.6776,healthy,0,24005,1
8443,chocolate,Tasty - Drinking a Down 'N Dirty Chocolate Oatmeal Stout by @tyranena at @medicinormal   ,40.5095,-88.9854,17113000102,-0.296,unhealthy,1,17113,0
1166,apple,Twinsies!! And I love her boomclapbow @ Dutch Apple Dinner Theatre ,40.05350459,-76.3991189,42071011704,0.6988,healthy,0,42071,1
8291,rice,Tried out new place to eat. Was okay until I moved my pork and found the rice I am allergic to . Sent it back. Came back minus the pesto sauce sadly. Then almost thru the amazing roasted ,32.93975214,-97.1350258,48439113909,0.1119,healthy,0,48439,1
829,candy,"Its BACK!! Cashewtopia by organicnectars is back at the Candy Bar! 5 flavors portioned in 4oz cups. Choose Vanilla, chocolate, strawberry, pistachio or chocolate hazelnut. Grab and go ",41.93455,-74.02,36111952400,0.0,unhealthy,0,36111,0
9846,milk,"When the sun hits that #GLOW just right  
Have an amazing Thursday Beauties! 
_______
Glow: @beautybakerie milk and honey highlighter palette shade Bee ",32.0752,-84.2266,13261950600,0.8172,healthy,0,13261,1
1602,bread,"Panera Bread is looking for teammates like you. See our latest Cafe Hourly job openings, including ""Shift Supervisor"", via the link in our bio. #parttime #Milford, CT",41.2466059,-73.0253255,9009150800,0.3612,unhealthy,0,9009,0
2190,carrot,Homemade Lettuce Wraps: 1) Turkey + Cheddar + Salami + Carrot + Cucumber + Tomato + Mayo 2) Mortadella + Munster Cheese + Salami + Cucumber + Carrot + Tomato + Spicy Brown Mustard 3) ,40.654,-73.9935,36047017500,0.0,healthy,0,36047,1
3058,cake,"The celebration continues this week! Help us wish our patient coordinator Jessica and Dr. Chris a very happy birthday! Thank you for all that you do! 

#happybirthday #cake ",33.6365,-96.6094,48181002000,0.9191,unhealthy,1,48181,0
9813,meat,"At Red Robin (in Albany, OR) eating a vegan burger in my Meat Is Murder T-shirt! @ Red Robin Gourmet Burgers ",44.62904,-123.08174,41043020500,-0.7177,healthy,0,41043,1
7005,mushroom,"Happy Saturday! New Saltwater &amp; Freshwater Arrivals are here includes these Saltwater Iron Man Mushrooms for $9.99 per mushroom! We are OPEN till 7PM today!



#Mushrooms #Saltwater ",38.71492864,-121.29111135,6067008113,0.6784,healthy,0,6067,1
8680,donut,The gains that hurt the most are the unexpected ones but if Im being honestwe did go a little HAM last weekend and skipped Thursday mornings workout to sleepalso had that donut ,26.61493692,-81.79740518,12071040110,-0.128,unhealthy,0,12071,0
8931,pancake,Its a pancake in a can! - Drinking an Unbalanced Breakfast by @GreatNotionPDX at @pncarena   ,35.8033,-78.7219,37183052401,0.0,unhealthy,1,37183,0
6794,milk,Drinking a Dragons Milk White by @NewHollandBrew @ Hunt Club  ,42.2522,-84.4328,26075000500,0.0,healthy,0,26075,1
6672,bacon,Ive created a bacon sandwich obsessed monster. #HappySammi @ Dubuisson Family Pad ,30.48634,-96.28019,48041002011,0.0772,unhealthy,0,48041,0
1415,rice,"At least dinner was low carb. Had Dr Falls Signature steak with Pico De Gallo butter and swapped the rice and tomatoes for broccoli. 

.
.
.
.
.
#foodie #disney #instadisney #disneyworld ",28.418469,-81.58259772,12095017103,-0.2732,healthy,0,12095,1
9276,pizza,"Great start to the weekend 
#boykinspaniel #boykin #spaniel #bennys #bennyvitalis #pizza #fredericksburg #va #fxbg #dogsofinstagram #dogs @ Benny Vitali's ",38.301525,-77.458411,51630000100,0.6249,unhealthy,0,51630,0
7,milk,"Bucatini with Faux Meat Sauce and Garlic Breadsticks for dinner. 
Followed up with Turmeric Almond Milk and meringues from the Spanish bakery. 
Its 8:30pm and I'm  falling ",38.892,-77.2311,51059460600,-0.1531,healthy,0,51059,1
8772,apple,"Nice compliment to  the #BassackwardsBurger pasture raised pork party with cured beef bacon, apple butter, on french pub bun. - Drinking a Little Bull American Stout by @mttaborbrewing at @ButcherBlockPDX   ",45.464,-122.684,41051006200,0.8417,healthy,0,41051,1
5193,chicken," Now Serving Shrimp  
LENT  SPECIAL

For a limited time were grilling shrimp souvlaki along with our usual pork and chicken
.
.
.
.
#shrimp #cheapeats #lent #nycfood ",40.7719,-73.9306,36081008100,0.368,healthy,0,36081,1
8647,dessert,Dessert @ Thoughtbeast's House ,36.17486196,-79.70065115,37081015401,0.0,unhealthy,0,37081,0
2743,omelet,"Spanish omelet was great along with the turkey bacon, brunch was good!!!  @ New York City ",40.67,-73.94,36047033700,0.8349,healthy,0,36047,1
10135,pork,"Hands down the best beans in the whole Phoenix Valley. The frijoles charros @tacoschiwasphx has a soupy consistency and filled with pinto beans, huge pieces of pork and tons of flavor. ",33.46546,-112.04,4013113300,0.7579,healthy,0,4013,1
1921,burger,Made from 100% Grade-A Bill @ Bill's Bar &amp; Burger ,41.8903596,-87.6278926,17031081500,0.0,unhealthy,0,17031,0
5017,pork,We have two kinds of #Filipinoish adobo on the menu: this #FriedChicken #Adobo (we braise the chicken with adobo and coconut milk) and the other is our seared Pork Belly Adobo (it is super ,39.9520019,-75.17562290000001,42101000700,0.5994,healthy,0,42101,1
8459,rice,#sleepingbeauty @ Rice Lake ,46.37331478,-94.15991089,27035951000,0.0,healthy,1,27035,1
494,oatmeal,Not that this is a heavy stout. Very dark. Could use more of the oatmeal. - Drinking an Uncle Pauls Oatmeal Stout by Black Stag Brewery @ Black Stag Brewery   ,38.9722,-95.2363,20045000502,0.34,healthy,0,20045,1
9382,spinach,"Our Pan Roasted Murray Half Chicken w/ Sauteed Spinach, Mashed Potatoes and Rosemary Lemon Pan Jus... Pairs perfectly with a @cptlawrencebeer beer! #YUM Join us! @ Morgans Fish House ",40.98355781,-73.68618375,36119007700,0.7896,healthy,0,36119,1
5543,egg,"This bad boy was delicious, it has white cheddar, friend mozzarella, chipotle ranch, spicy garlic ketchup, mustard, fried egg, applewood smoked bacon, lettuce, tomato, and pickles on a ",35.05302275,-80.84730028,37119005841,0.5267,healthy,0,37119,1
8218,pork,"My Mothers Sunday Dinner Stands... Smothered Pork Steaks, Collard Greens, Steamed Rice &amp;Gravy, and Cornbread. #iconicliving #marcomays #influencer #montgomerystyle #iamsiricon ",32.05044,-86.22106,1101005800,-0.2263,healthy,1,1101,1
1965,asparagus,6 oz @butcherbox  breakfast sausage 5 @vitalfarms eggs organic pasture raised and about 20 stalks of asparagus #keto #qualityfood #ketones #lowcaloriemeals #fitafter40 #fit40s #lowcarb ,39.665,-75.6603,10003013904,0.0,healthy,0,10003,1
3851,butter,Drinking a Chunka Chunka Peanut Butter Love by Waconia Brewing Company at @StoneArchMSP  ,44.8829,-93.2121,27053980000,0.6369,unhealthy,0,27053,0
3938,cheese,It's Friday and I needed this crusher! - Drinking a Spring by @TreeHouseBrewCo @ Morey's Beer &amp; Cheese Shack   ,42.0753,-80.1253,42049010903,0.0,unhealthy,0,42049,0
7889,caramel,Original standard caramel apple special cheesecake   #myfab5 #nycfoodandwine @ Northgate Taste ,43.10897706,-88.02432197,55079001700,0.6124,unhealthy,0,55079,0
892,turkey,"Fragrant Hyacinth enjoying spring! Hyacinthus orientalis is a perennial herb nativeto southwestern Asia, southern and central Turkey, northwestern Syria, Lebanon and ",45.518237,-122.678249,41051010600,0.5707,healthy,0,41051,1
5398,chicken,Wanted to whip up something quick and tasty tonight so we basically used our fried eggplant and zucchini recipe from our previous post but used it on chicken breast and dipped them in EVOO ,40.7881,-74.0155,34017015700,0.0,healthy,0,34017,1
2921,beef,"Grassfed Beef bones. Prep for the #pkd #pkdiet #meatheals #yes2meat #carnivore @ Surprise, Arizona ",33.6386,-112.3594,4013061029,0.2732,healthy,0,4013,1
5986,fish,"FOR SALE!!! Centerville Fish &amp; Steak!  Dont worry, if your a loyal customer.  They say the restaurant will remain open till sold.  So I decided to drop by and enjoy the Steak and shrimp ",34.363964,-88.50970712,28057950200,0.8181,healthy,0,28057,1
5589,fruit,Drinking a Gummies Make Us Likeable Stone Fruit by @foragerbrewery at @ForagerBrewery  ,44.0296,-92.4781,27109000500,0.4588,healthy,0,27109,1
8141,waffle, Vegan chikn &amp; waffle Mac &amp; cheese bowls from @avocadamama tomorrow at @greensaturdayla Vegan Halftoberfest - A Vegan Oktoberfest Party! FREE ENTRY Join us for delicious ,33.91691143,-118.33337233,6037602509,0.9173,unhealthy,0,6037,0
3607,chocolate,"Need a sugar fix? Don Churro serves freshly made churros in original, strawberry, vanilla, chocolate, cream cheese, and caramel flavors. {assorted churros} || : thebaoeats || ",41.85905,-87.66045,17031310600,0.3182,unhealthy,0,17031,0
4167,rice,My eat-around-the-world-without-leaving-DC adventure continues. Today was it was Portuguese for lunch. Spicy peri-peri chicken w/ Portuguese rice &amp; peas w/mint and chilies. @ ,38.90616,-77.04196,11001010700,0.3182,healthy,0,11001,1
1320,bread,"This job is now open at Panera Bread in Skokie, IL. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Restaurant Associate Line Cook #parttime #LineCook",42.055673,-87.7461433,17031806801,0.3612,unhealthy,0,17031,0
3909,cherry,"@NihanAkn gonna be a Jersey girl yeaaaaa @ Cherry Hill, New Jersey ",39.9347,-75.0311,34007603200,0.0,healthy,0,34007,1
568,apple,Have a great Sunday everyone. #newyork #newjersey #pa #philadelphia #NYC #NY #apple #travel #amazing #iphone #pennsylvania #pa #christmas #amazing #city #beauty #nj #travel ,40.7577936,-73.98591185,36061011900,0.6249,healthy,0,36061,1
10241,spinach,"Fuel your day with our Spinach inspired creations! #MetzUPB #PittBradford #SpinachDay                                                   Grill:  Spinach Artichoke Dip
 
Villa:  Spinach &amp; ",41.94341771,-78.67310745,42083421000,0.7263,healthy,0,42083,1
9659,fish,"#FunFact

Like the Acanthostega(measured about 2 feet in length, firstfish-like animals to squirm out of the sea and onto land), Mosses were the first plants that managed to survive on ",32.87222222,-116.4175,6073020902,0.3612,healthy,0,6073,1
168,cake,"My lemon pound cake by me kawaii Panda Sliimes
#thickslime #slime #slimerepost #slimelover @ California ",38.5763,-121.4927,6067001101,0.0,unhealthy,0,6067,0
1693,bread,"This job is now open at Panera Bread in Charlotte, NC. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Restaurant Associate - Cashier #parttime #Cashier",35.3116221,-80.7451172,37119005523,0.3612,unhealthy,0,37119,0
8573,pizza,"A to do list everyone can agree on.

When you are here, calories do not count. 

#icecream #sundae #soda #cola #bananasplit #dallas #smu #pizza #pie #cookie #hamburger ",32.82842,-96.7095,48113008100,0.3612,unhealthy,0,48113,0
5853,pizza,"I'm at Rosas Pizza in New York, NY ",40.713964,-73.955539,36047051900,0.0,unhealthy,0,36047,0
2630,bean,Can't believe it's already been a week since our 5th UTSA Bean Bag Tournament! Congrats again to the new champs. Always fun times with the UTSA crew...and ,29.57596474,-98.62473918,48029181820,0.8687,healthy,1,48029,1
3939,raspberry,"Raspberry Swirl Coffee Cake is PoD's latest Fresh from the Bakery pastry sour brewed with a brunch buffets worth of red ripe raspberries, lucious vanilla beans, a touch of cinnamon, and ",27.87820924,-82.6939013,12103024512,0.4939,healthy,0,12103,1
5298,rice,"Loved this non vegetarian thali from spicekitchentampa that came with butter chicken, tandoori chicken, lamb curry, daal tadka, rice, butter naan, salad, kesari kheer, and a mango lassi  ",28.06993,-82.63006999999999,12057011506,0.5994,healthy,0,12057,1
4950,cookie,"Cookie time! (@ Krisdala Baka Rest Area - Eastbound in Alpha, IL) ",41.23403904,-90.33277804,17073031200,0.0,unhealthy,0,17073,0
398,cheese,I'm probably going to pay for this later (  ) this shit is good tho #Hotlink #bacon #cheese #jalapeno #ketchup @ The Home Depot ,37.95331489,-122.49277133,6041112202,-0.4118,unhealthy,0,6041,0
7513,butter,"When your #butter isnt soft enough for spreading, you #improvise #picnic #utah #hiking #engineheat #justright #nissan @nissan @nissanusa @ Upheaval Dome ",38.43694444,-109.92916667,49037978100,0.0,unhealthy,0,49037,0
276,orange,"My makeup is so orange here but I still love it! I got a spray tan a week an half ago and I love switching up my makeup. So now I gotta go back to lighter makeup.  
.
.
I got my spray ",34.0522,-118.243,6037207400,0.9312,healthy,0,6037,1
149,hotdog,Show us your Hot Dogs!   @visitallentexas cityofallentx north.dallas.foodie allenfairviewchamber #hotdog #openingday2019 #rangers #eat #feedmyface #lunch #dinner #food @ TwoRows Classic ,33.09215594,-96.67985731,48085031506,0.0,unhealthy,1,48085,0
3069,cake,"#tbt October 2018 to our clever client who asked us for a certain surprise topper on her daughters wedding cake! #ohhappyday 




#weddingcaketopper #weddingcake #wedding #cake ",40.78100519,-73.97325538,36061016500,0.7574,unhealthy,0,36061,0
8008,cheese,Goat cheese gnocchi @ Smoke. Woodfire Grill ,36.14035,-95.97004,40143003300,0.0,unhealthy,0,40143,0
94,bacon,"No cream yet, but theres (turkey) bacon  u. PS)  cream is coming. BEST. MORNING. NOTE. From the best wife in the world, who knows that my morning coffee without half and half is ",45.59196,-111.19707,30031001200,0.9337,unhealthy,0,30031,0
265,cherry,"I didnt make it to Japan in beautiful cherry blossom season this year, but I am enjoying super bloom in my neighborhood. Beautiful  @ Los Angeles, California ",34.0522,-118.243,6037207400,0.9625,healthy,0,6037,1
641,cherry,Hains Point and Washington Monument today. Cherry Blossoms don't disappoint despite the crazy windy.  #cherryblossoms #asseenonmyrun #sundayrunday @ Hains Point ,38.87808469,-77.03050509,11001006202,0.5096,healthy,0,11001,1
3468,broccoli,"All weeks meals planned out... 
#seabass #spinach #eggs #broccoli #chicken #mealprep #mealprepsunday #macros #weightlossjourney #bodytransformation #goals #gains #melbourne ",28.115,-80.6319,12009064201,0.0,healthy,0,12009,1
4533,fish,"#Repost mildsaucela
     
We got exactly what you are looking for .... Yep the best fried chicken fish and shrimp in LA... Chicago style!!! Without the sauce it wouldn't be chi ",34.05908,-118.37655,6037216401,0.8061,healthy,0,6037,1
5377,oil,I was up for an oil change and the mechanic Seng noticed some of the running medals I have in my car. Turns out hes been running for 15+ years and showed me ,34.07669211,-118.25735092,6037197500,0.0,unhealthy,0,6037,0
8673,mushroom,"An Awesome night of Food and Great People! Eggplant Parmesan , Vegan Almond Milk Cheese, Mushroom Bolognese! THANK You @chefderekU @Ogphxaz @ Original Gravity ",33.50589,-112.05688,4013108602,0.9362,healthy,0,4013,1
8757,ice cream,"Soft launch today for PRO Rich nutrition!!!! So excited to be a co-founder of this protein ice cream and ready to see it in everyone's freezers  

#everybodysfit #personaltrainer ",33.19526,-117.35517,6073018509,0.8708,unhealthy,0,6073,0
9799,meat,Talk about your meat sweats!! These babyback ribs are looking mighty fine! Get @heathrilesbbq rubs and all your bbq needs @sbiddy31   #pork #ribs #carnivore #bbq #thebarbecuedepot #foodie ,34.36248,-83.86523000000003,13139000500,0.3971,healthy,0,13139,1
1496,cake,"This beautiful afternoon calls for our NEW Strawberry Olive Oil Cake! An olive oil cake with strawberries baked in, topped with vanilla custard, &amp; garnished with fresh strawberries &amp; ",40.23977,-76.91359,42041010500,0.7574,unhealthy,0,42041,0
3274,blueberry,"True blue 
#sundaybrunch Special: Blueberry Waffle with lemon curd and powdered sugar #blueberrywaffles #sundaymorning #cookandshaker #19125 #brunch @ Cook and Shaker ",39.98262,-75.12054,42101016000,0.6705,healthy,0,42101,1
5194,ice cream,"Somewhere under those flowers is a plant based ice cream scoop...we swear! 
.
.
.
.
.
.
#foodtruck #foodtruckla #vegan #veganfoodshare #vegans #vegansofig #plantbased #plantstrong ",34.02755,-118.50133,6037701304,-0.126,unhealthy,0,6037,0
9185,pizza,Ive been feasting on gluten for the entire week... really bad!  @ SPIN! Pizza ,37.78721832,-122.28011041,6001428700,-0.6572,unhealthy,0,6001,0
4885,ice cream,This picture sums up how we're feeling about the weekend. @ Weckerly's Ice Cream ,39.96896,-75.13481999999999,42101014400,0.128,unhealthy,0,42101,0
3340,blueberry,Tasty af. - Drinking a Braxton Labs Mango Milkshake + Blueberry by @BraxtonBrewCo at @BraxtonLabs   ,39.0998,-84.4875,21037052100,0.0,healthy,0,21037,1
2478,orange,"Dream job: be a stay at home cat mom 
.
.
.
.
#cat #cats #kittens #catmom #mybaby #boy #tabby #tabbycat #riggs #pink #orange #red #brown #sweats #loungewear #lazy #comfy #happy #love ",40.0,-74.5,34029739100,0.25,healthy,0,34029,1
8046,cream cheese,"Tacos &amp; Mas always brings great food to your table. From the authentic tacos to the amazing guava and cream cheese empanadas, you can't go wrong. @ tacos &amp; mas ",34.872820000000004,-82.25543,45045002609,0.8874,unhealthy,0,45045,0
8687,peanut butter,"Chocolate and peanut butter. The perfect combination! #chocolatelab #ronan #peanutbutter @ Waldwick, New Jersey ",41.0131,-74.1223,34003056200,0.6114,healthy,0,34003,1
9589,fish,Linc reeled in two fish tonight! Bronson was jealous and tried his hardest to catch one but lost a whopper when it snapped the line #fishing #florida #ocean @ ,27.68138889,-82.72444444,12103020106,-0.6419,healthy,0,12103,1
3746,cheese,"Get lost in a golden, cheesy, triangular web of savoriness and celebrate one of the most irresistible creations of all time at the 2-Day SF Grilled Cheese Fest!  

Get your tickets at ",37.76981903,-122.41197426,6075017700,0.8054,unhealthy,0,6075,0
3370,blueberry,"Healthy Options!!!!!
#healthylifestyle #healthyliving #vegan #probiotics #blueberry #pomegranate #coconutwater #goodbellyprobiotics #goodbellyrewards #brooklyn #nyceats #nyceatstagram ",40.6521351,-73.9278062,36047086200,0.5951,healthy,0,36047,1
8667,donut,Delicious!! - Drinking a Jelly Glory Hole (Jelly Cinnamon Brioche Donut Ale) by @AlvariumBeer at @alvariumbeer   ,41.6642,-72.7548,9003415400,0.8309,unhealthy,1,9003,0
1892,asparagus,Weekend feature ~ 8oz pub steak over roasted asparagus &amp; rosemary potatoes with a red pepper pesto #steak #rosemary #pesto #asparagus #dinnerisserved #comeeat #instafood ,40.06727092,-80.72260151,54069002700,0.0,healthy,0,54069,1
2024,beef,"Who's looking for some authentic Korean food? from   -  Whos up for chicken this weekend?! 
2 options of Bulgogi waiting for you 
(Bulgogi Chicken Rice Bowl &amp; Bulgogi Beef ",26.028270000000003,-80.16886,12011090802,0.0,healthy,0,12011,1
2296,banana,"Banana coconut muffins. #homecooking #homecoook #bananabread #bananamuffins #bananacoconutbread #bananacoconut #yum #yummy  @ Fernandina Beach, Florida ",30.6634,-81.4517,12089050101,0.0,healthy,0,12089,1
4900,cookie,"There is still time to grab a free cookie and a 12oz coffee! 
Help up celebrate our Social Media Appreciation Day by following bc_dining. 

Show our Cashier ",42.3351,-71.17025,25017373600,0.923,unhealthy,0,25017,0
1929,burger,Great snack!  #burger #carlsjr #nomnomnom #quickmeals #nutrition #yummy #veggies #butterlettuce #veges #meal #lunchtime #feelinggood #snack #goodstuff #eats #yummyfood #inmytummy #foodie ,34.22312188,-118.39680935,6037121010,0.6588,unhealthy,0,6037,0
1646,rice,Would you believe this fried chicken is gluten free? And would you believe me if I said it was delicious? The chicken is fried using a rice and potato flour. You have to taste it to ,34.07352844,-84.29438353,13121011616,0.8105,healthy,0,13121,1
7767,orange,"At 8:08 AM EDT, 4 SSE Azalea Park [Orange Co, FL] TRAINED SPOTTER reports HAIL of nickel size (E0.88 INCH). HAIL UP TO NICKEL SIZE OCCURRED FOR ABOUT 5 MINUTES. ",28.49,-81.27,12095016734,0.4707,healthy,0,12095,1
2770,beef,"Momma BEEF!!! your sons in the PAPER, again! @ Decatur, Illinois ",39.8516,-88.9442,17115000900,0.0,healthy,0,17115,1
5456,oil,"I love the sound of rushing waves! Rush, 20x24, oil on panel, $1800. Available to view markaugustltd in downtown Chatham, MA (Cape Cod).
.
.
.
.
.
.
.
#whitneyheaveyart #whitneyheavey ",41.68194444,-69.96027778,25001010700,0.6696,unhealthy,0,25001,0
1967,dessert,OO WEE Praline Blondie Bites! Treat your guests to @kdnolatreats !!! Dessert catering by @kdnolatreats !!! Mini Desserts by @kdnolatreats !!! Bite sized desserts by @kdnolatreats !!! @ New ,29.948479,-90.070864,22071013400,0.5951,unhealthy,0,22071,0
768,mango,"I CHOOSE ME, God Lead Me Long The Way #artist #blessed #love #performer #mango #Boss #Bad #sexy #damn #juicy  #jaszymango #businesswoman #kevinhart #begreat #life #youtube #youtuber ",38.8951,-77.0367,11001006202,0.2732,healthy,0,11001,1
9727,rice,"This salad  may look gross to some ppl but OMGOODNESS it was so delicious!!!! Lettuce (of course, LOL) a rice/quinoa mix, tuna (with a little bit of mayo &amp; pepper mixed into it,) ",41.3,-80.85,39155930700,-0.497,healthy,0,39155,1
1634,bread,"Click the link in our bio to see currently open Cafe Hourly jobs like ""Catering Coordinator"" at Panera Bread in Saint Charles, MO. #parttime #Catering",38.7837214,-90.5355487,29183310902,0.3612,unhealthy,0,29183,0
2527,orange,"Last week, surf n turf. This week extra surf, NO turf! Crispy Calamari Taco's straight from the delicious mind of Chef Gustavo! Blood orange infused house made tortillas with ",41.88264113,-87.62320894,17031320100,0.5025,healthy,0,17031,1
7453,chocolate,A lot o chocolate! @ Manny's Original Chophouse ,28.3463007,-81.62827067,12097040802,0.3802,unhealthy,0,12097,0
1780,bean,Tonight dinner : Veggies  &amp;  Rice.... With a brown sugar/ vanilla bean frappe with white n dark chocolate! #homemade #diy #frappuccino #whitechocolate #cinnamonbrownsugar #vanilla #torani ,45.4099,-122.56,41005022108,0.0,healthy,1,41005,1
6142,broccoli,"Look what I found today at the bozemancoop !!!
.
Purple Sprouting Broccoli  
.
This beautiful vegetable is the colorful cousin of broccoli and resembles broccolini with its ",45.678,-111.0364,30031000800,0.6981,healthy,0,30031,1
851,bacon,"This, my lovelies, is sriracha/honey bacon jerky that I just took out of the dehydrator. It is amazing. Wish you were here to share it. @ San Francisco, California ",37.7793,-122.419,6075012402,0.8979,unhealthy,0,6075,0
3318,cake,"It may not be a birthday party but DETECTIVE 1,000 is worth celebrating so, we have cake for anyone who wants to get a sugar rush tonight
#detectivecomics #batman @ Nuclear Comics ",33.6035028,-117.69278755,6059042307,0.7764,unhealthy,0,6059,0
6361,lamb,"Another great Zaca Mesa wine, paired with some excellent Atkins lamb. @ Harbour Pointe ",47.91611111,-122.30305556,53061042001,0.8316,healthy,0,53061,1
318,oatmeal,"Meet my #vegan Dark Chocolate pudding-cream pie on a #glutenfree oatmeal-almond, White chocolate cookie crust, topped with my vanilla-maple coco-whip! Rich, decadent, made with mostly ",34.0522,-118.243,6037207400,0.5983,healthy,0,6037,1
1479,bread,"Local wheat. Makes great bread, also a beautiful centerpiece. Its the beauty of the grain that makes artisan bakers want to pay homage to the deceiving complexity of such a captivating ",42.51991,-70.89307,25009204300,0.8834,unhealthy,0,25009,0
5275,chicken,"#MealPrep : Buffalo Chicken Bowl : Im not going to lie, I dont love chicken, so I was surprised with how much I like this!


2 Medium Boneless ",35.318413,-80.779116,37119005522,0.1537,healthy,0,37119,1
6224,orange,Heres the divisions for our first awards ceremony of the day at 11:15. #ascorlando @allstarchalleng @ Orange County Convention Center ,28.42482581,-81.46945953,12095017001,0.4588,healthy,1,12095,1
1498,cake,Theres something about those BUTTERCREAM BLOOMS! Now available in our store!  #pabakery #pennsylvaniabakery #thepabakery #thepennsylvaniabakery #cake #freshbaked #hbgmade ,40.23977,-76.91359,42041010500,0.0,unhealthy,0,42041,0
6267,waffle,"Perfect day for a huckleberry waffle cone. @ Owen's Grocery, Deli, &amp; Soda Fountain ",48.178237,-117.04440945,53051970300,0.5719,unhealthy,0,53051,0
7256,burger,tryin a dam burger over thedamstl  @ The Dam ,38.6019999,-90.26187,29510116200,0.0,unhealthy,0,29510,0
4967,chicken,"Yes, it was as good as it looked!  @ Hattie B's Hot Chicken - 8th Ave / Melrose ",36.12887,-86.7775599,47037017000,0.7088,healthy,0,47037,1
3467,chicken,"All weeks meals planned out... 
#seabass #spinach #eggs #broccoli #chicken #mealprep #mealprepsunday #macros #weightlossjourney #bodytransformation #goals #gains #melbourne ",28.115,-80.6319,12009064201,0.0,healthy,0,12009,1
6444,brownies,Drinking an Azacca IPA by @foundersbrewing @ Brownies Pub  ,39.9488,-75.1441,42101000100,0.0,unhealthy,0,42101,0
8805,apple,chickenandwhiskeypodcast episode 20 is up you can now watch it on YouTube or you can listen to it on Apple Podcast SoundCloud spotify or Google Play leave a comment and let us know what ,32.64945109,-96.78142699,48113016701,0.296,healthy,1,48113,1
3419,blueberry,Drinking a Blueberry Cobbler Ale by @FunkyBuddhaBrew at @funkybuddhabrew  ,26.1745,-80.1313,12011050601,0.0,healthy,0,12011,1
1332,butter,Butter Goods button up. XXL but fits like an XL. Someone please run this! #comfortskateshop #chattanooga #tennessee @ Comfort Skateshop ,35.03661,-85.30785999999998,47065003100,0.8671,unhealthy,0,47065,0
9097,pizza,We made it! Its an absolutely gorgeous day on the patio! #ASUCares #community #givingback #fooddrive for @foodbanktucson @ Trident Pizza Pub ,32.22714221,-110.94352484,4019000600,0.7075,unhealthy,0,4019,0
7409,orange,"Check out our USED EQUIPMENT at  @ Orange, Virginia ",38.2459,-78.1098,51137110200,0.0,healthy,1,51137,1
4350,cherry,"Accident, center lane blocked in #RanchoCucamonga on CA-210 WB before I-15, stopped traffic back to Cherry Ave, delay of 5 mins #LAtraffic",34.13647,-117.4955,6071002022,-0.8126,healthy,0,6071,1
